date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:53:23	8489/8489	---M--	200	added ('OK')	image/jpeg	etag:%222129-5587297b08f80%22	https://lebronconstruction.com/imageserver/UserMedia/gafgallery/thumbz__roof_restoration.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/gafgallery/thumbz__roof_restoration.jpg	(from https://lebronconstruction.com/GAF_Commercial_Roofing)
12:53:24	6818/6818	---M--	200	added ('OK')	image/jpeg	etag:%221aa2-558729782c8c0%22	https://lebronconstruction.com/imageserver/UserMedia/gafgallery/thumbz__ivax.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/gafgallery/thumbz__ivax.jpg	(from https://lebronconstruction.com/GAF_Commercial_Roofing)
12:53:24	7169/7169	---M--	200	added ('OK')	image/jpeg	etag:%221c01-5587297cf1400%22	https://lebronconstruction.com/imageserver/UserMedia/gafgallery/thumbz__tarmachine.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/gafgallery/thumbz__tarmachine.jpg	(from https://lebronconstruction.com/GAF_Commercial_Roofing)
12:53:24	5290/5290	---M--	200	added ('OK')	image/jpeg	etag:%2214aa-5587297273b40%22	https://lebronconstruction.com/imageserver/UserMedia/GAFGallery/LowSlope/ReRoof.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/GAFGallery/LowSlope/ReRoof.jpg	(from https://lebronconstruction.com/GAF_Commercial_Roofing)
12:53:25	6882/6882	---M--	200	added ('OK')	image/jpeg	etag:%221ae2-5587297273b40%22	https://lebronconstruction.com/imageserver/UserMedia/GAFGallery/LowSlope/RoofRepair.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/GAFGallery/LowSlope/RoofRepair.jpg	(from https://lebronconstruction.com/GAF_Commercial_Roofing)
12:53:25	5777/5777	---M--	200	added ('OK')	image/jpeg	etag:%221691-5587297273b40%22	https://lebronconstruction.com/imageserver/UserMedia/GAFGallery/LowSlope/RoofRestoration.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/GAFGallery/LowSlope/RoofRestoration.jpg	(from https://lebronconstruction.com/GAF_Commercial_Roofing)
12:53:26	4714/4714	---M--	200	added ('OK')	image/jpeg	etag:%22126a-5587297273b40%22	https://lebronconstruction.com/imageserver/UserMedia/GAFGallery/LowSlope/RoofMaintanence.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/GAFGallery/LowSlope/RoofMaintanence.jpg	(from https://lebronconstruction.com/GAF_Commercial_Roofing)
12:53:26	6643/6643	---M--	200	added ('OK')	image/jpeg	etag:%2219f3-5587297273b40%22	https://lebronconstruction.com/imageserver/UserMedia/GAFGallery/LowSlope/Inspections.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/GAFGallery/LowSlope/Inspections.jpg	(from https://lebronconstruction.com/GAF_Commercial_Roofing)
12:53:26	1363/1363	---M--	200	added ('OK')	image/png	etag:%22553-55876a3520540%22	https://lebronconstruction.com/imageserver/UserMedia/gafgallery/Warranties/Commercial/Standard.png	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/gafgallery/Warranties/Commercial/Standard.png	(from https://lebronconstruction.com/GAF_Commercial_Roofing)
12:53:28	4821/4821	---M--	200	added ('OK')	image/png	etag:%2212d5-55876a3520540%22	https://lebronconstruction.com/imageserver/UserMedia/gafgallery/Warranties/Commercial/LimitedMaterial.png	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/gafgallery/Warranties/Commercial/LimitedMaterial.png	(from https://lebronconstruction.com/GAF_Commercial_Roofing)
12:53:33	1818/1818	---M--	200	added ('OK')	image/png	etag:%2271a-55876a3520540%22	https://lebronconstruction.com/imageserver/UserMedia/gafgallery/Warranties/Commercial/Good.png	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/gafgallery/Warranties/Commercial/Good.png	(from https://lebronconstruction.com/GAF_Commercial_Roofing)
12:53:37	11911/11911	---M--	200	added ('OK')	image/png	etag:%222e87-55876a3520540%22	https://lebronconstruction.com/imageserver/UserMedia/gafgallery/Warranties/Commercial/WeatherStopper.png	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/gafgallery/Warranties/Commercial/WeatherStopper.png	(from https://lebronconstruction.com/GAF_Commercial_Roofing)
12:53:44	1220/1220	---M--	200	added ('OK')	image/png	etag:%224c4-55876a3520540%22	https://lebronconstruction.com/imageserver/UserMedia/gafgallery/Warranties/Commercial/Better.png	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/gafgallery/Warranties/Commercial/Better.png	(from https://lebronconstruction.com/GAF_Commercial_Roofing)
12:54:01	13267/13267	---M--	200	added ('OK')	image/png	etag:%2233d3-55876a3520540%22	https://lebronconstruction.com/imageserver/UserMedia/gafgallery/Warranties/Commercial/SystemPledge.png	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/gafgallery/Warranties/Commercial/SystemPledge.png	(from https://lebronconstruction.com/GAF_Commercial_Roofing)
12:54:04	718189/718189	---M--	200	added ('OK')	application/pdf	etag:%22af56d-5587229c75a80%22	https://lebronconstruction.com/imageserver/UserMedia/gafgallery/Warranties/Commercial/LimitedMaterial.pdf	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/gafgallery/Warranties/Commercial/LimitedMaterial.pdf	(from https://lebronconstruction.com/GAF_Commercial_Roofing)
12:54:07	1253/1253	---M--	200	added ('OK')	image/png	etag:%224e5-55876a3520540%22	https://lebronconstruction.com/imageserver/UserMedia/gafgallery/Warranties/Commercial/Best.png	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/gafgallery/Warranties/Commercial/Best.png	(from https://lebronconstruction.com/GAF_Commercial_Roofing)
12:54:15	529354/529354	---M--	200	added ('OK')	application/pdf	etag:%22813ca-5587229c75a80%22	https://lebronconstruction.com/imageserver/UserMedia/gafgallery/Warranties/Commercial/WeatherStopper.pdf	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/gafgallery/Warranties/Commercial/WeatherStopper.pdf	(from https://lebronconstruction.com/GAF_Commercial_Roofing)
12:54:15	0/-1	---M--	302	error ('')			https://lebronconstruction.com/Home.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Home.147.delayed	(from https://lebronconstruction.com/GAF_Commercial_Roofing)
12:54:15	0/-1	---M--	301	error ('')			https://lebronconstruction.com/Roofing-Services-11-11.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Roofing-Services-11-11.148.delayed	(from https://lebronconstruction.com/GAF_Commercial_Roofing)
12:54:16	11702/11702	---M--	200	added ('OK')	image/png	etag:%222db6-55876a3520540%22	https://lebronconstruction.com/imageserver/UserMedia/gafgallery/Warranties/Commercial/DiamondPledge.png	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/gafgallery/Warranties/Commercial/DiamondPledge.png	(from https://lebronconstruction.com/GAF_Commercial_Roofing)
12:54:23	347/347	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:54:22%20GMT	https://lebronconstruction.com/Remodeling-Services.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Remodeling-Services.149.delayed	(from https://lebronconstruction.com/GAF_Commercial_Roofing)
12:54:24	339/339	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:54:23%20GMT	https://lebronconstruction.com/Financing_3.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Financing_3.htm	(from https://lebronconstruction.com/GAF_Commercial_Roofing)
12:54:25	340/340	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:54:25%20GMT	https://lebronconstruction.com/Testimonials.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Testimonials.htm	(from https://lebronconstruction.com/GAF_Commercial_Roofing)
12:54:26	342/342	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:54:26%20GMT	https://lebronconstruction.com/Online_Coupons.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Online_Coupons.htm	(from https://lebronconstruction.com/GAF_Commercial_Roofing)
12:54:27	338/338	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:54:27%20GMT	https://lebronconstruction.com/Contact-Us.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Contact-Us.htm	(from https://lebronconstruction.com/GAF_Commercial_Roofing)
12:54:28	154/154	---M-Z	200	added ('OK')	text/css	etag:%229a-61f66b598aaab%22	https://lebronconstruction.com/css/Metal-Roofing.css	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/css/Metal-Roofing.css	(from https://lebronconstruction.com/Metal-Roofing)
12:54:33	347/347	---M--	200	added ('OK')	image/jpeg	etag:%2215b-5b0898fda2680%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/agedbronze.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/agedbronze.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:34	657/657	---M--	200	added ('OK')	image/jpeg	etag:%22291-5b0898fda2680%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/almond.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/almond.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:35	180058/180058	---M--	200	added ('OK')	image/jpeg	etag:%222bf5a-5738e03cefb80%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/MetalRoofs/metalroofing3.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/MetalRoofs/metalroofing3.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:35	346/346	---M--	200	added ('OK')	image/jpeg	etag:%2215a-5b0898fda2680%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/bristolblue.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/bristolblue.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:36	481/481	---M--	200	added ('OK')	image/jpeg	etag:%221e1-5b0898fda2680%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/buckskin.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/buckskin.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:37	347/347	---M--	200	added ('OK')	image/jpeg	etag:%2215b-5b0898fda2680%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/burgundy.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/burgundy.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:37	340/340	---M--	200	added ('OK')	image/jpeg	etag:%22154-5b0898fda2680%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/charcoalgray.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/charcoalgray.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:38	346/346	---M--	200	added ('OK')	image/jpeg	etag:%2215a-5b0898fda2680%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/cityscape.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/cityscape.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:38	1027194/1027194	---M--	200	added ('OK')	application/pdf	etag:%22fac7a-5587229c75a80%22	https://lebronconstruction.com/imageserver/UserMedia/gafgallery/Warranties/Commercial/SystemPledge.pdf	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/gafgallery/Warranties/Commercial/SystemPledge.pdf	(from https://lebronconstruction.com/GAF_Commercial_Roofing)
12:54:38	347/347	---M--	200	added ('OK')	image/jpeg	etag:%2215b-5b0898fda2680%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/colonialred.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/colonialred.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:38	700252/700252	---M--	200	added ('OK')	application/pdf	etag:%22aaf5c-5587229c75a80%22	https://lebronconstruction.com/imageserver/UserMedia/gafgallery/Warranties/Commercial/DiamondPledge.pdf	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/gafgallery/Warranties/Commercial/DiamondPledge.pdf	(from https://lebronconstruction.com/GAF_Commercial_Roofing)
12:54:38	346/346	---M--	200	added ('OK')	image/jpeg	etag:%2215a-5b0898fda2680%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/copperbrown.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/copperbrown.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:39	403/403	---M--	200	added ('OK')	image/jpeg	etag:%22193-5b0898fda2680%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/darkbronze.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/darkbronze.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:39	371/371	---M--	200	added ('OK')	image/jpeg	etag:%22173-5b0898fda2680%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/deepred.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/deepred.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:40	347/347	---M--	200	added ('OK')	image/jpeg	etag:%2215b-5b0898fda2680%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/evergreen.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/evergreen.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:40	363/363	---M--	200	added ('OK')	image/jpeg	etag:%2216b-5b0898fda2680%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/forestgreen.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/forestgreen.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:40	397/397	---M--	200	added ('OK')	image/jpeg	etag:%2218d-5b0898fda2680%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/hartfordgreen.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/hartfordgreen.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:41	347/347	---M--	200	added ('OK')	image/jpeg	etag:%2215b-5b0898fda2680%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/hemlockgreen.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/hemlockgreen.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:41	339/339	---M--	200	added ('OK')	image/jpeg	etag:%22153-5b0898fda2680%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/matteblack.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/matteblack.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:41	496/496	---M--	200	added ('OK')	image/jpeg	etag:%221f0-5b0898fda2680%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/mediumbronze.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/mediumbronze.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:42	410/410	---M--	200	added ('OK')	image/jpeg	etag:%2219a-5b0898fda2680%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/parchment.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/parchment.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:42	347/347	---M--	200	added ('OK')	image/jpeg	etag:%2215b-5b0898fda2680%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/patinagreen.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/patinagreen.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:43	354/354	---M--	200	added ('OK')	image/jpeg	etag:%22162-5b0898d0cfcc0%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/royalblue.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/royalblue.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:43	406/406	---M--	200	added ('OK')	image/jpeg	etag:%22196-5b0898d0cfcc0%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/shastawhite.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/shastawhite.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:43	502/502	---M--	200	added ('OK')	image/jpeg	etag:%221f6-5b0898fda2680%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/sierratan.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/sierratan.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:44	347/347	---M--	200	added ('OK')	image/jpeg	etag:%2215b-5b0898fda2680%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/tealgreen.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/tealgreen.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:44	347/347	---M--	200	added ('OK')	image/jpeg	etag:%2215b-5b0898d0cfcc0%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/terracotta.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/terracotta.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:45	340/340	---M--	200	added ('OK')	image/jpeg	etag:%22154-5b0898d0cfcc0%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/zincgray.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Standard/zincgray.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:45	680/680	---M--	200	added ('OK')	image/jpeg	etag:%222a8-59ab299ef3440%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Metallic/antiquecoppercote.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Metallic/antiquecoppercote.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:45	532/532	---M--	200	added ('OK')	image/jpeg	etag:%22214-59ab299fe7680%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Metallic/champagne.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Metallic/champagne.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:46	1183/1183	---M--	200	added ('OK')	image/jpeg	etag:%2249f-59ab299fe7680%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Metallic/coppercote.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Metallic/coppercote.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:46	702/702	---M--	200	added ('OK')	image/jpeg	etag:%222be-59ab299fe7680%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Metallic/leadcote.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Metallic/leadcote.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:46	736/736	---M--	200	added ('OK')	image/jpeg	etag:%222e0-59ab299fe7680%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Metallic/preweatheredgalvalume.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Metallic/preweatheredgalvalume.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:47	945/945	---M--	200	added ('OK')	image/jpeg	etag:%223b1-59ab299fe7680%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Metallic/zinccote.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Metallic/zinccote.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:47	346/346	---M--	200	added ('OK')	image/jpeg	etag:%2215a-59ab2990a5280%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Premium/awardblue.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Premium/awardblue.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:48	340/340	---M--	200	added ('OK')	image/jpeg	etag:%22154-59ab2991994c0%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Premium/naturalwhite.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Premium/naturalwhite.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:48	2010/2010	---M--	200	added ('OK')	image/jpeg	etag:%227da-59ab299752240%22	https://lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Natural/acryliccoatedgalvalume.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Reusable/Berridge/Colors/Natural/acryliccoatedgalvalume.jpg	(from https://lebronconstruction.com/Metal-Roofing)
12:54:50	79/79	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:54:50%20GMT	https://lebronconstruction.com/imageserver/UserMedia/kendras/tee-panel-curve-final-1064x499-c-default.png	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/kendras/tee-panel-curve-final-1064x499-c-default.172.delayed	(from https://lebronconstruction.com/Metal-Roofing)
12:54:50	0/-1	---M--	302	error ('')			https://lebronconstruction.com/Home.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Home.173.delayed	(from https://lebronconstruction.com/Metal-Roofing)
12:54:50	0/-1	---M--	301	error ('')			https://lebronconstruction.com/Roofing-Services-11-11.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Roofing-Services-11-11.174.delayed	(from https://lebronconstruction.com/Metal-Roofing)
12:54:50	0/-1	---M--	301	error ('')			https://lebronconstruction.com/Remodeling-Services.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Remodeling-Services.175.delayed	(from https://lebronconstruction.com/Metal-Roofing)
12:54:50	339/339	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:54:51%20GMT	https://lebronconstruction.com/Financing_3.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Financing_3.htm	(from https://lebronconstruction.com/Metal-Roofing)
12:54:51	340/340	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:54:51%20GMT	https://lebronconstruction.com/Testimonials.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Testimonials.htm	(from https://lebronconstruction.com/Metal-Roofing)
12:54:51	342/342	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:54:52%20GMT	https://lebronconstruction.com/Online_Coupons.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Online_Coupons.htm	(from https://lebronconstruction.com/Metal-Roofing)
12:54:52	338/338	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:54:52%20GMT	https://lebronconstruction.com/Contact-Us.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Contact-Us.htm	(from https://lebronconstruction.com/Metal-Roofing)
12:54:52	284/284	---M-Z	200	added ('OK')	application/javascript	etag:%2211c-61f66b598aaab-gzip%22	https://lebronconstruction.com/js/Metal-Roofing.js	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/js/Metal-Roofing.js	(from https://lebronconstruction.com/Metal-Roofing)
12:54:52	0/-1	---M--	301	error ('')			https://lebronconstruction.com/fonts/glyphicons-halflings-regular.eot?	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/fonts/glyphicons-halflings-regular.17bd41d.delayed	(from https://lebronconstruction.com/css/A.bootstrap.css+fontawesome.css+animate.css+stylesheet-1722871951.css,Mcc.PvoMPGMn16.css.pagespeed.cf.XJQtvYHWPD.css)
12:54:53	79/79	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:54:53%20GMT	https://lebronconstruction.com/fonts/glyphicons-halflings-regular.woff2	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/fonts/glyphicons-halflings-regular.woff2	(from https://lebronconstruction.com/css/A.bootstrap.css+fontawesome.css+animate.css+stylesheet-1722871951.css,Mcc.PvoMPGMn16.css.pagespeed.cf.XJQtvYHWPD.css)
12:54:54	79/79	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:54:53%20GMT	https://lebronconstruction.com/fonts/glyphicons-halflings-regular.woff	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/fonts/glyphicons-halflings-regular.woff	(from https://lebronconstruction.com/css/A.bootstrap.css+fontawesome.css+animate.css+stylesheet-1722871951.css,Mcc.PvoMPGMn16.css.pagespeed.cf.XJQtvYHWPD.css)
